name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
Brasserie Ruhlmann,"45 Rockefeller Plaza New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7590000%2C-73.978,1360,(212) 974-2020,http://www.brasserieruhlmann.com/,French American,4.5136,4.4,4.2,4.4,3.8,$31 to $50,1,1,8,26,64,"Trip Advisor's 2013, 2015, 2016 Certificate of Excellence. Voted Best Outdoor Dining by CityGuide. Enjoy the casual elegance of this French brasserie, centrally located in New York’s Rockefeller Center. It’s a prime location for business lunches, relaxed dinners, holiday celebrations, theater go-ers and private events. Spring through Fall our large terrace is an ideal place to gather for dining and cocktails.",French,40.7591829,-73.9778279,10011
Docks Oyster Bar and Seafood Grill,"633 Third Avenue New York, NY  10017",//www.google.com/maps/search/?api=1&query=40.7497930%2C-73.974831,2045,(212) 986-8080,http://www.docksoysterbar.com/,Seafood,4.42045,4.3,4.2,4.3,3.9,$31 to $50,1,5,8,26,60,"Welcome to DOCKS. Established in 1986, we specialize in bringing the freshest seafood to the island of Manhattan. Rated by Zagat as one of the 50 most popular restaurants, we are a seafood lovers dream with our always fresh raw bar and daily specials. ",Seafood,40.7497356,-73.9747149,10017
Chez Josephine,"414 West 42nd Street New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7584870%2C-73.993562,4702,(212) 594-1925,http://chezjosephine.com/,French,4.44702,4.3,4.3,4.6,4.1,$31 to $50,1,4,8,27,60,"The last of its kind near 42nd Street, Chez Josephine is a neighborhood gem founded in 1986 by Jean-Claude Baker as a tribute to legendary Josephine Baker. This Parisian bistro offers live piano music and a tantalizing menu in an intimate setting of red velvet walls, a cavalcade of chandeliers and a blue-tin ceiling. Guests receive a warm welcoming and are treated as family whether coming before a show, after the show, for a leisurely dinner in-between, or a drink at the zinc bar.Chez Josephine draws a crowd unlike any other in New York as food critic Bryan Miller noted when he wrote: “The dining room is a confluence of the famous and the fashionable, the infamous and unsung – with every shade of skin on earth – and indeed you feel the magic of Chez Josephine.”",French,40.7584711,-73.9935856,10036
Brasserie 8 1/2,"9 West 57th St. New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7632810%2C-73.974308,3619,(212) 829-0812,http://www.brasserie812.com/,French,4.53619,4.4,4.5,4.5,4.3,$31 to $50,1,2,7,29,61,"Brasserie 8 1/2 is an elegant French restaurant, bar and lounge in Midtown NYC serving lunch, dinner and Sunday brunch buffet. Private dining & catering available.",French,40.763765,-73.9750139,10019
Churrascaria Plataforma Brazilian Steakhouse,"316 West 49th Street New York, NY  10019",//www.google.com/maps/search/?api=1&query=40.7618550%2C-73.987024,1918,(212) 245-0505,http://plataformaonline.com/,Brazilian Steakhouse,4.61918,4.6,4.6,4.4,4.2,$50 and over,1,1,5,20,73,"Churrascaria Plataforma Brazilian Steakhouse is a Rodizio style restaurant. Rodizio is a method of serving meat that originated in the south of Brazil in the early 1800's. The concept is to serve a wide variety of different cuts of beef - sirloin, baby beef, top round, skirt steak, short ribs, brisket, rib eye; pork - ham, pork ribs, sausage, pork loin, suckling pig; chicken - chicken legs, chicken hearts; turkey - wrapped in bacon; lamb, fish, etc. in succession, to each diner individually right at their table. A meal typically begins with a trip to the gourmet salad bar, which features a variety of vegetables and composed salads in addition to four hot dishes. We also serve a selection of side dishes at your table. The main course, the highlight of the meal, will start when you flip your coaster-sized ""chip"" from the red side to the green side, signaling the meat cutters you're ready to be served. ",Steakhouse,40.7620327,-73.9876634,10019
Riverpark,"450 East 29th Street New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7393840%2C-73.973595,3113,(212) 729-9790,http://www.riverparknyc.com/,American,4.63113,4.5,4.5,4.7,4.1,$31 to $50,0,1,7,22,70,"Located on a unique garden plaza with romantic East River views, Riverpark represents a dynamic culinary destination in Manhattan's Kip's Bay neighborhood, reflecting Tom Colicchio’s overall vision as restaurateur and showcasing the restaurant’s very own urban farm just feet away from the kitchen. Riverpark’s modern American menus change daily, highlighting seasonal ingredients from Riverpark Farm as well as local farms and green-markets.",American,40.7398081,-73.9737283,10016
Casa Nonna - Midtown,"310 West 38th Street New York, NY  10010",//www.google.com/maps/search/?api=1&query=40.7549900%2C-73.992876,1721,(212) 736-3000,http://www.casanonna.com/opentable,Italian,4.51721,4.4,4.4,4.4,4,$31 to $50,0,2,8,29,61,"Casa Nonna's rustic Italian menu is a culmination of traditional Roman and Tuscan fare, with a focus on the freshest local and seasonal ingredients. Casa Nonna is warm and welcoming, authentic and thoroughly satisfying, with bold, pure flavors that are the hallmark of true Italian cuisine.",Italian,40.7549995,-73.9927853,10010
Farmer & The Fish - Gramercy,"245 Park Ave S New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7379780%2C-73.987496,463,(646) 998-5991,http://farmerandthefish.com/,Farm-to-table,4.3463,4.2,4,4.1,3.8,$30 and under,3,5,9,25,58,A Farm to table restaurant with produce provided by our Farm in Purdys New York; pairs with Down East Seafood to provide the freshest quality of Fish in a Casual but Elegant setting.,Other,40.7379741,-73.9876775,10003
The Sea Grill,"Rockefeller Center - 19 W.49th Street or via the concourse thru any Rockefeller Center entrance New York, NY  10020",//www.google.com/maps/search/?api=1&query=40.7580000%2C-73.977,3392,(212) 332-7610,http://www.patinagroup.com/the-sea-grill,Seafood,4.63392,4.6,4.6,4.6,4.1,$31 to $50,0,3,4,20,73,"The Sea Grill at Rockefeller Center is an iconic seafood restaurant in Midtown NYC serving the freshest fish for lunch, dinner and elegant private events.",Seafood,40.7584094,-73.9784184,10020
Bar Italia,"768 Madison Avenue New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7678710%2C-73.968442,454,(917) 546-6676,http://www.baritaliamadison.com/,Italian,4.6454,4.5,4.5,4.4,4,$31 to $50,1,1,7,18,73,"Very refreshing, simple and Casual but yet Elegant offering Traditional Italian Fair. Located in the middle of it all on Madison between 65 and 66 streets.",Italian,40.7679158,-73.9685168,10065
Strip House Midtown,"15 West 44th New York, NY  10036",//www.google.com/maps/search/?api=1&query=40.7552990%2C-73.980925,1586,(212) 336-5454,http://www.striphouse.com/,Steak,4.51586,4.5,4.4,4.4,3.8,$50 and over,2,3,5,21,69,"A sultry steakhouse in New York City’s Midtown where old-world glamour meets modern style and sophistication. Experience the combination of charred cuts perfectly paired with decadent sides, such as Truffle Creamed Spinach and Goose Fat Potatoes. And be sure to save room for the famed 24-Layer Chocolate Cake. Named a top steakhouse by Zagat and awarded four stars by Forbes, the namesake cut of aged beef isn't the only work of art to marvel upon...just take a look at the walls and tell us you don’t agree. Black and white vintage photos of bordello girls from the original 1900’s Studio Manasse collection reference an era of decadence and seduction.Visit our second NYC location, in Greenwich Village or on the Las Vegas Strip at Planet Hollywood Resort & Casino.",Steakhouse,40.755344,-73.9806613,10036
Maiella - LIC,"46-10 Center Blvd. Long Island City, NY  11109",//www.google.com/maps/search/?api=1&query=40.7448040%2C-73.95789,1001,(718) 606-1770,http://www.maiellalic.com/,Italian,4.61001,4.6,4.4,4.7,4.2,$31 to $50,1,2,7,17,73,"Maiella, a casually elegant restaurant located in the picturesque waterfront section of Long Island City, serves authentic Italian dishes with a modern flare and the freshest ingredients. Maiella sits at the base of the iconic Pepsi sign in Gantry State Park, and features spectacular city views. Designed by a leading New York City Architecture firm, Bluarch, the rustic space features seating for up to 180 guests inside and almost 100 guests in the outdoor terrace. The terrace faces Manhattan and Gantry State Park with views of the Empire State Building, the Chrysler Building, and the 80 foot tall Pepsi Sign. Inquire about our private dining rooms as well as larger parties.",Italian,40.7473793,-73.9569939,11109
Storico,"New-York Historical Society 170 Central Park West New York, NY  10024",//www.google.com/maps/search/?api=1&query=40.7794400%2C-73.973911,1240,(212) 485-9211,http://storicorestaurant.com/,Contemporary Italian,4.3124,4.2,4.2,4.2,3.9,$31 to $50,1,3,11,34,51,"Duck inside the landmark New-York Historical Society building in Manhattan’s Upper West Side and discover Storico, operated by exclusive culinary partner Starr Catering Group. Known for a commitment to inventive menus and locally sourced produce, Storico executive chef James Miller has created a collection of offerings that draw on seasonal inspiration. Storico strives to be a dynamic go-to culinary destination for those who live and work in the area, and an attractive amenity for visitors to the Museum. The bright, welcoming dining room is open for lunch, dinner, and weekend brunch and does not require admission into the museum. The restaurant is also available for private events.",Italian,40.7792476,-73.9742792,10024
Naples 45 Ristorante E Pizzeria,"200 Park Avenue New York, NY  10166",//www.google.com/maps/search/?api=1&query=40.7536600%2C-73.97586,976,(212) 972-7001,http://www.patinagroup.com/naples-45,Italian,4.4976,4.2,4.1,3.9,3.7,$30 and under,1,3,10,31,55,Naples 45 Ristorante E Pizzeria is an Italian restaurant & bar near Grand Central Station serving the best authentic Neapolitan pizza in Midtown NYC.,Italian,40.7533488,-73.9766668,10166
La Sirena - The Dining Room,"88 Ninth Avenue New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7424570%2C-74.00382,724,(212) 977-6096,http://www.lasirena-nyc.com/,Italian,4.4724,4.3,4.2,4.3,3.9,$31 to $50,3,3,8,26,60,"Take Chef Anthony Sasso, a 13-year veteran of Michelin-starred Casa Mono, put him at the helm of an Italian restaurant and you get Italian cuisine the way you might discover it while travelling across Spain.Located on the Plaza Level of Chelsea’s storied Maritime Hotel, La Sirena's menu, which can be ordered either ""prezzo fisso"" or a la carte, draws from the entire Italian Peninsula. The Dining Room ambiance speaks to an elegant, more traditional multi-course dining experience. The Bar Room represents a relaxed extension of The Dining Room, fitting if you're looking for snacks, a full meal, or you just want to dive head first into a bowl of pasta and call it a day.  A menu of seasonal desserts by Pastry Chef Thea Habjanic ends every meal on a sweet note.",Italian,40.7423522,-74.0040829,10011
Benjamin Steakhouse Prime,"23 E 40th St. New York, NY  10016",//www.google.com/maps/search/?api=1&query=40.7514370%2C-73.979977,356,(212) 338-0818,http://www.benjaminsteakhouse.com/,American,4.8356,4.7,4.8,4.6,4.3,$50 and over,0,1,4,13,82,"After ten years of continued success in the New York metro area, Benjamin Restaurant Group is proud to open its newest space, Benjamin Steakhouse Prime. Here, modern elegance is combined with traditional steakhouse classics, while also showcasing signature standouts from highly regarded sister property Benjamin Steakhouse. After perfecting both steakhouse and seafood concepts in their arsenal, Benjamin Restaurant Group is highlighting the grill at Prime, serving up USDA prime dry aged steaks and succulent seafood in unique ways. The 10,000 square foot space houses an expansive main dining room featuring wall mounted fireplaces. A temperature-controlled wine wall is exposed throughout the upper level which also offers five customizable private dining spaces for seating of up to 100+ guests.",American,40.7514995,-73.9799312,10016
Tavern 62 by David Burke,"135 E 62nd St New York, NY  10065",//www.google.com/maps/search/?api=1&query=40.7644420%2C-73.967082,518,(212) 988-9021,http://www.tavern62.com/opentable,American,4.4518,4.4,4.4,4.5,4,$31 to $50,2,2,10,25,61,"Tavern 62 by David Burke is the first new concept from ESquared Hospitality in partnership with Chef David Burke.  Tavern62 is a modern American tavern, situated in New York City’s Upper East Side offering an all-day menu, bar and lounge, several private dining spaces including a solarium in the back, and a main dining room situated upstairs.  The menu features American plates as a reflection of Chef Burke’s contemporary approach to cooking, with a nod to elevated New York classics paired with a curated wine list, craft beers and a specialty cocktail program. ",American,40.7644339,-73.9670934,10065
